16,"Victoria Abril Loli-Josiane Balasko Marijo-Alain Chabat Laurent Lafaye-Ticky Holgado Antoine-Catherine Hiegel Dany-Catherine Samie The Prostitute-Catherine Lachens Sopha, the Boss-Katrine Boorman Emily Crumble-Telsche Boorman Dorothy Crumble"
17,George Clooney Seth Gecko-Quentin Tarantino Richard Gecko-Harvey Keitel Jacob Fuller-Juliette Lewis Kate Fuller-Ernest Liu Scott Fuller-Salma Hayek Santanico Pandemonium-Cheech Marin Border Guard /Chet Pussy /Carlos-Danny Trejo Razor Charlie-Tom Savini Sex Machine
18,Aida Mohammadkhani Razieh-Mohsen Kafili Ali-Fereshteh Sadre Orafaiy Mother-Anna Borkowska Old Lady-Mohammad Shahani Soldier-Mohammed Bakhtiar Tailor-Aliasghar Smadi Balloon Seller-Hamidreza Tahery Reza-Asghar Barzegar Pet Shop Manager
19,Willeke van Ammelrooy Antonia-Els Dottermans Danielle-Dora van der Groen Allegonde-Veerle van Overloop Thérèse-Esther Vriesendorp Thérèse (13)-Carolien Spoor Thérèse (6)-Thyrza Ravesteijn Sarah-Mil Seghers Kromme Vinger (Crooked Finger)-Jan Decleir Boer Bas
20,Mark Rylance William Adamson-Kristin Scott Thomas Matty Crompton-Patsy Kensit Eugenia Alabaster Adamson-Jeremy Kemp Sir Harald Alabaster-Douglas Henshall Edgar Alabaster-Annette Badland Lady Alabaster-Chris Larkin Robin-Anna Massey Miss Mead-Saskia Wickham Rowena Alabaster
21,Tim Curry Long John Silver-Billy Connolly Billy Bones-Jennifer Saunders Mrs. Bluveridge-Kevin Bishop Jim Hawkins-Dave Goelz The Great Gonzo /Dr. Bunsen Honeydew /Waldorf /Mudwell the Mudbunny /Zoot (voice)-Steve Whitmire Kermit the Frog /Rizzo the Rat /Beaker (voice)-Jerry Nelson Statler /Blind Pew /Mad Monty /Floyd Pepper /Lew Zealand /Tomato /Pirate /Skulls /Trelawney's Butler /Screaming Cat (voice)-Kevin Clash Bad Polly /Black Dog /Spa'am /Chicken /Miss Piggy (assistant) /Fozzie Bear (assistant) /Sam the Eagle (assistant) /Animal (assistant) /Walleyed Pike /Monkey /Pirate /Real Old Tom (voice)-Bill Barretta Clueless Morgan /Swedish Chef /Blind Pew (hands) /Pirate /Pig /Skulls (voice)
22,James Robinson Young William-Sean Lawlor Malcolm Wallace-Sandy Nelson John Wallace-James Cosmo Campbell-Sean McGinley MacClannough-Alan Tall Elder Stewart-Andrew Weir Young Hamish-Gerda Stevenson Mother MacClannough-Ralph Riach Priest No. 1
23,Diahnne Abbott Concession Girl (as Diahnne Abbot)-Frank Adu Angry Black Man-Victor Argo Melio (as Vic Argo)-Gino Ardito Policeman at Rally-Garth Avery Iris' Friend-Peter Boyle Wizard-Albert Brooks Tom-Harry Cohn Cabbie in Bellmore-Copper Cunningham Hooker in Cab
24,Jackie Chan Keung-Anita Mui Elaine-Françoise Yip Nancy (as Francois Yip)-Bill Tung Uncle Bill-Marc Akerstream Tony-Garvin Cross Angelo-Morgan Lam Danny-Ailen Sit Tony's Gang Member-Man-Ching Chan Tony's Gang Member (as Chan Man Ching)
25,Robin Williams Armand Goldman-Gene Hackman Senator Keeley-Nathan Lane Albert-Dianne Wiest Louise Keeley-Dan Futterman Val Goldman-Calista Flockhart Barbara Keeley-Hank Azaria Agador-Christine Baranski Katharine-Tom McGowan Harry Radman
26,Roger Ebert Self - Host-Gene Siskel Self - Host
27,Lisa Boyle Girl Decoy-Michael Taliferro Carjacker-Emmanuel Xuereb Eddie Dominguez-Tchéky Karyo Fouchet (as Tcheky Karyo)-Marc Macaulay Noah Trafficante-Ralph Gonzalez Kuni-Vic Manni Ferguson-Frank John Hughes Casper-Mike Kirton Andy
28,Tom Hanks Jim Lovell-Bill Paxton Fred Haise-Kevin Bacon Jack Swigert-Gary Sinise Ken Mattingly-Ed Harris Gene Kranz-Kathleen Quinlan Marilyn Lovell-Mary Kate Schellhardt Barbara Lovell-Emily Ann Lloyd Susan Lovell-Miko Hughes Jeffrey Lovell
29,Val Kilmer Batman /Bruce Wayne-Tommy Lee Jones Harvey Two-Face /Harvey Dent-Jim Carrey Riddler /Edward Nygma-Nicole Kidman Dr. Chase Meridian-Chris O'Donnell Robin /Dick Grayson-Michael Gough Alfred Pennyworth-Pat Hingle Commissioner Gordon-Drew Barrymore Sugar-Debi Mazar Spice
30,Catherine Deneuve Séverine Serizy /Belle de Jour-Jean Sorel Pierre Serizy-Michel Piccoli Henri Husson-Geneviève Page Madame Anais-Pierre Clémenti Marcel (as Pierre Clementi)-Françoise Fabian Charlotte-Macha Méril Renee (as Macha Meril)-Muni Pallas-Maria Latour Mathilde
31,Denzel Washington Hunter-Gene Hackman Ramsey-Matt Craven Zimmer-George Dzundza Cob-Viggo Mortensen Weps-James Gandolfini Lt. Bobby Dougherty-Rocky Carroll Lt. Westergaurd-Jaime Gomez Ood Mahoney (as Jaime P. Gomez)-Michael Milhoan Hunsicker
32,Robert Crumb Self-Aline Kominsky-Crumb Self (as Aline Crumb)-Charles Crumb Self-Maxon Crumb Self-Robert Hughes Self-Martin Muller Self-Don Donahue Self-Dana Morgan Self (as Dana Crumb)-Trina Robbins Self
33,Antonio Banderas El Mariachi-Salma Hayek Carolina-Joaquim de Almeida Bucho-Cheech Marin Short Bartender-Steve Buscemi Buscemi-Carlos Gómez Right Hand (as Carlos Gomez)-Quentin Tarantino Pick-up Guy-Tito Larriva Tavo-Angel Aviles Zamira
34,James Duval Jordan White-Rose McGowan Amy Blue-Johnathon Schaech Xavier Red-Cress Williams Peanut-Skinny Puppy Gang of Goons-Dustin Nguyen Quickiemart Clerk-Margaret Cho Clerk's Wife-Lauren Tewes TV Anchorwoman-Christopher Knight TV Anchorman
35,Jason James Richter Jesse-Francis Capra Elvis-Mary Kate Schellhardt Nadine-August Schellenberg Randolph-Michael Madsen Glenn-Jayne Atkinson Annie-Mykelti Williamson Dwight-Elizabeth Peña Kate Haley-Jon Tenney John Milner
36,Chris O'Donnell Matt Leland-Drew Barrymore Casey Roberts-Matthew Lillard Eric-Richard Chaim Duncan-Robert Nadir Coach-Joan Allen Margaret Roberts-Jude Ciccolella Richard Roberts-Amy Sakasitz Joanna Leland-T.J. Lowther Adam Leland
37,Elina Löwensohn Nadja-Nic Ratner Bar Victim-Karl Geary Renfield-Peter Fonda Dracula /Dr. Van Helsing-Martin Donovan Jim-Jack Lotz Boxing Coach-Galaxy Craze Lucy-David Lynch Morgue Receptionist-Isabel Gillies Waitress
38,Sandra Bullock Angela Bennett-Jeremy Northam Jack Devlin-Dennis Miller Dr. Alan Champion-Diane Baker Mrs. Bennett-Wendy Gazelle Imposter-Ken Howard Bergstrom-Ray McKinnon Dale-Daniel Schorr WNN Anchor-L. Scott Caldwell Public Defender
39,Ralph Fiennes Lenny Nero-Angela Bassett Lornette 'Mace' Mason-Juliette Lewis Faith Justin-Tom Sizemore Max Peltier-Michael Wincott Philo Gant-Vincent D'Onofrio Burton Steckler-Glenn Plummer Jeriko One-Brigitte Bako Iris-Richard Edson Tick
40,Wesley Snipes Noxeema-Patrick Swayze Vida-John Leguizamo Chi-Chi-Stockard Channing Carol Ann-Blythe Danner Beatrice-Arliss Howard Virgil-Jason London Bobby Ray-Chris Penn Sheriff Dollard-Melinda Dillon Merna
41,Adam Sandler Billy Madison-Darren McGavin Brian Madison-Bridgette Wilson-Sampras Veronica Vaughn (as Bridgette Wilson)-Bradley Whitford Eric Gordon-Josh Mostel Principal Max Anderson-Norm MacDonald Frank-Mark Beltzman Jack-Larry Hankin Carl Alphonse-Theresa Merritt Juanita
42,Brian O'Halloran Dante Hicks-Jeff Anderson Randal Graves-Marilyn Ghigliotti Veronica-Lisa Spoonauer Caitlin Bree-Jason Mewes Jay-Kevin Smith Silent Bob-Scott Mosier Willam the Idiot Manchild /Angry Hockey-Playing Customer /Angry Mourner-Scott Schiaffo Chewlies Rep-Al Berkowitz Old Man
43,Michael Douglas Tom Sanders-Demi Moore Meredith Johnson-Donald Sutherland Bob Garvin-Caroline Goodall Susan Hendler-Roma Maffia Catherine Alvarez-Dylan Baker Philip Blackburn-Rosemary Forsyth Stephanie Kaplan-Dennis Miller Mark Lewyn-Suzie Plakson Mary Anne Hunter
44,Kathy Bates Dolores Claiborne-Jennifer Jason Leigh Selena St. George-Judy Parfitt Vera Donovan-Christopher Plummer Detective John Mackey-David Strathairn Joe St. George-Eric Bogosian Peter-John C. Reilly Constable Frank Stamshaw-Ellen Muth Young Selena-Bob Gunton Mr. Pease
45,Sihung Lung Chu-Yu-Wen Wang Jia-Ning-Chien-Lien Wu Jia-Chien-Kuei-Mei Yang Jia-Jen-Sylvia Chang Jin-Rong-Winston Chao Li Kai-Chao-jung Chen Guo Lun-Chit-Man Chan Raymond-Yu Chen Rachel
46,Bruce Greenwood Francis /Tax auditor-Mia Kirshner Christina /Stripper-Don McKellar Thomas /Petshop owner-Elias Koteas Eric /Club's DJ-Arsinée Khanjian Zoe /Club owner-Victor Garber Harold /Francis' brother-Sarah Polley Tracey /Harold's daughter-David Hemblen Customs Inspector-Calvin Green Customs Officer
47,Johnny Depp Ed Wood-Martin Landau Bela Lugosi-Sarah Jessica Parker Dolores Fuller-Patricia Arquette Kathy O'Hara-Jeffrey Jones Criswell-G.D. Spradlin Reverend Lemon-Vincent D'Onofrio Orson Welles-Bill Murray Bunny Breckinridge-Mike Starr Georgie Weiss
48,William Gates Self-Arthur Agee Self-Emma Gates Self - William's Mother-Curtis Gates Self - William's Brother-Sheila Agee Self - Arthur's Mother-Arthur 'Bo' Agee Self - Arthur's Father-Earl Smith Self - Talent Scout-Gene Pingatore Self - High School Basketball Coach-Isiah Thomas Self - Professional Basketball Player
49,Tim Robbins Ed Walters-Meg Ryan Catherine Boyd-Walter Matthau Albert Einstein-Lou Jacobi Kurt Gödel-Gene Saks Boris Podolsky-Joseph Maher Nathan Liebknecht-Stephen Fry James Moreland-Tony Shalhoub Bob Rosetti-Frank Whaley Frank
50,No Cast Found
51,Brad Pitt Tristan-Anthony Hopkins Ludlow-Aidan Quinn Alfred-Julia Ormond Susannah-Henry Thomas Samuel-Karina Lombard Isabel Two-Tantoo Cardinal Pet-Gordon Tootoosis One Stab-Paul Desmond Decker
52,Rupert Graves Greville-Helen Mirren Queen Charlotte-Amanda Donohoe Lady Pembroke-Charlotte Curley Amelia-Peter Bride-Kirk Royal Children-Eve Camden Royal Child-Thomas Copeland Royal Child-Joanna Hall Royal Child-Cassandra Halliburton Royal Child
53,"Woody Harrelson Mickey Knox-Juliette Lewis Mallory Knox-Tom Sizemore Det. Jack Scagnetti-Rodney Dangerfield Ed Wilson, Mallory's Dad-Everett Quinton Deputy Warden Wurlitzer-Jared Harris London Boy-Pruitt Taylor Vince Deputy Warden Kavanaugh-Edie McClurg Mallory's Mom-Russell Means Old Indian"
54,Dustin Hoffman Sam Daniels-Rene Russo Robby Keough-Morgan Freeman General Billy Ford-Kevin Spacey Casey Schuler-Cuba Gooding Jr. Major Salt-Donald Sutherland General Donald McClintock-Patrick Dempsey Jimbo Scott-Zakes Mokae Dr. Benjamin Iwabi-Malick Bowens Dr. Raswani
55,"Jonathan Katz  Dr. Katz81 episodes, 1995-2002--H. Jon Benjamin  Ben Katz / 81 episodes, 1995-2002--Laura Silverman  Laura the Receptionist81 episodes, 1995-2002--Will Le Bow  Stanley / 73 episodes, 1995-2002--Julianne Bond  Julie the Bartender / 73 episodes, 1995-2002"
56,Tim Roth Pumpkin-Amanda Plummer Honey Bunny-Laura Lovelace Waitress-John Travolta Vincent Vega-Samuel L. Jackson Jules Winnfield-Phil LaMarr Marvin-Frank Whaley Brett-Burr Steers Roger-Bruce Willis Butch Coolidge
57,Linus Roache Father Greg Pilkington-Tom Wilkinson Father Matthew Thomas-Robert Carlyle Graham-Cathy Tyson Maria Kerrigan-Lesley Sharp Mrs. Unsworth-Robert Pugh Mr. Unsworth-James Ellis Father Ellerton-Christine Tremarco Lisa Unsworth-Paul Barber Charlie
58,John Turturro Herbie Stempel-Rob Morrow Dick Goodwin-Ralph Fiennes Charles Van Doren-Paul Scofield Mark Van Doren-David Paymer Dan Enright-Hank Azaria Albert Freedman-Christopher McDonald Jack Barry-Johann Carlo Toby Stempel-Elizabeth Wilson Dorothy Van Doren
59,Irène Jacob Valentine-Jean-Louis Trintignant Le juge-Frédérique Feder Karin (as Frederique Feder)-Jean-Pierre Lorit Auguste-Samuel Le Bihan Le photographe (Photographer) (as Samuel Lebihan)-Marion Stalens Le vétérinaire-Teco Celio Le barman-Bernard Escalon Le disquaire-Jean Schlegel Le voisin
60,Juliette Binoche Julie-Benoît Régent Olivier (as Benoit Regent)-Florence Pernel Sandrine-Charlotte Véry Lucille (as Charlotte Very)-Hélène Vincent La journaliste (as Helene Vincent)-Philippe Volter L'agent immobilier-Claude Duneton Le médecin-Hugues Quester Patrice (Mari de Julie)-Emmanuelle Riva La mère
61,Zbigniew Zamachowski Karol Karol-Julie Delpy Dominique-Janusz Gajos Mikolaj-Jerzy Stuhr Jurek-Aleksander Bardini Le notaire-Grzegorz Warchol L'elégant-Cezary Harasimowicz L'inspecteur-Jerzy Nowak La vieux payson-Jerzy Trela Monsieur Bronek
62,Kurt Russell Colonel Jonathan 'Jack' O'Neil-James Spader Dr. Daniel Jackson-Jaye Davidson Ra-Viveca Lindfors Catherine Langford-Alexis Cruz Skaara-Mili Avital Sha'uri-Leon Rippy General W.O. West-John Diehl Lieutenant Kawalsky-Carlos Lauchu Anubis
63,Jeanne Young Wife
64,Tim Robbins Andy Dufresne-Morgan Freeman Ellis Boyd 'Red' Redding-Bob Gunton Warden Norton-William Sadler Heywood-Clancy Brown Captain Hadley-Gil Bellows Tommy-Mark Rolston Bogs Diamond-James Whitmore Brooks Hatlen-Jeffrey DeMunn 1946 D.A.
65,Johnny Depp Gilbert Grape-Leonardo DiCaprio Arnie Grape-Juliette Lewis Becky-Mary Steenburgen Betty Carver-Darlene Cates Momma-Laura Harrington Amy Grape-Mary Kate Schellhardt Ellen Grape-Kevin Tighe Mr. Carver-John C. Reilly Tucker Van Dyke
66,Sandra Bullock Lucy-Bill Pullman Jack-Peter Gallagher Peter-Peter Boyle Ox-Jack Warden Saul-Glynis Johns Elsie-Micole Mercurio Midge-Jason Bernard Jerry-Michael Rispoli Joe Jr.
67,Jim Carrey Ace Ventura-Courteney Cox Melissa Robinson-Sean Young Lt. Lois Einhorn-Tone Loc Emilio (as Tone Lõc)-Dan Marino Dan Marino-Noble Willingham Riddle-Troy Evans Roger Podacter-Raynor Scheine Woodstock-Udo Kier Ron Camp
68,No Cast Found
69,Tom Hanks Forrest Gump-Rebecca Williams Nurse at Park Bench-Sally Field Mrs. Gump-Michael Conner Humphreys Young Forrest-Harold G. Herthum Doctor (as Harold Herthum)-George Kelly Barber-Bob Penny Crony-John Randall Crony-Sam Anderson Principal
70,Hugh Grant Charles - Wedding One-James Fleet Tom - Wedding One-Simon Callow Gareth - Wedding One-John Hannah Matthew - Wedding One-Kristin Scott Thomas Fiona - Wedding One-David Bower David - Wedding One-Charlotte Coleman Scarlett - Wedding One-Andie MacDowell Carrie - Wedding One (as Andie Macdowell)-Timothy Walker Angus the Groom - Wedding One
71,Eddie McCabe Liam - Host-Mike Wendt Mike - Host
72,Tim Roth Pumpkin-Amanda Plummer Honey Bunny-Laura Lovelace Waitress-John Travolta Vincent Vega-Samuel L. Jackson Jules Winnfield-Phil LaMarr Marvin-Frank Whaley Brett-Burr Steers Roger-Bruce Willis Butch Coolidge
73,"Mel Gibson Bret Maverick-Jodie Foster Annabelle Bransford-James Garner Marshal Zane Cooper-Graham Greene Joseph-Alfred Molina Angel-James Coburn Commodore Duvall-Dub Taylor Room Clerk-Geoffrey Lewis Matthew Wicker /Eugene, Banker-Paul L. Smith The Archduke"
74,Rob Boor Rob-Aaron Oxlade Aaron-Eric Boor Eric
75,Peter Bailey Self-Roscoe Lee Browne Narrator (voice)-John Henrik Clarke Self-Louis Farrakhan Self-James Fox Self-Robert Haggins Self-Robert L. Haggins Self-Khalil Islam Self-Benjamin Karim Self
76,Al Pacino Carlito-Sean Penn Kleinfeld-Penelope Ann Miller Gail-John Leguizamo Benny Blanco-Ingrid Rogers Steffie-Luis Guzmán Pachanga (as Luis Guzman)-James Rebhorn Norwalk-Joseph Siravo Vinnie Taglialucci-Viggo Mortensen Lalin
77,Tom Cruise Mitch McDeere-Jeanne Tripplehorn Abby McDeere-Gene Hackman Avery Tolar-Hal Holbrook Oliver Lambert-Terry Kinney Lamar Quinn-Wilford Brimley William Devasher-Ed Harris Wayne Tarrance-Holly Hunter Tammy Hemphill-David Strathairn Ray McDeere
78,Jason James Richter Jesse-Lori Petty Rae Lindley-Jayne Atkinson Annie Greenwood-August Schellenberg Randolph Johnson-Michael Madsen Glen Greenwood-Michael Ironside Dial-Richard Riehle Wade-Mykelti Williamson Dwight Mercer-Michael Bacall Perry
79,Harrison Ford Dr. Richard Kimble-Tommy Lee Jones Samuel Gerard-Sela Ward Helen Kimble-Julianne Moore Dr. Anne Eastman-Joe Pantoliano Cosmo Renfro-Andreas Katsulas Sykes-Jeroen Krabbé Dr. Charles Nichols (as Jeroen Krabbe)-Daniel Roebuck Biggs-L. Scott Caldwell Poole
80,Charlie Sheen Topper Harley-Lloyd Bridges Tug Benson-Valeria Golino Ramada Rodham Hayman-Richard Crenna Col. Denton Walters-Brenda Bakke Michelle Rodham Huddleston-Miguel Ferrer Harbinger-Rowan Atkinson Dexter Hayman-Jerry Haleva Saddam Hussein-David Wohl Gerou
81,Ethan Coen Self-Joel Coen Self-Jennifer Jason Leigh Self-Tim Robbins Self
82,Sam Neill Grant-Laura Dern Ellie-Jeff Goldblum Malcolm-Richard Attenborough Hammond-Bob Peck Muldoon-Martin Ferrero Gennaro-BD Wong Wu (as B. D. Wong)-Joseph Mazzello Tim-Ariana Richards Lex
83,Richard Briers Leonato-Kate Beckinsale Hero-Imelda Staunton Margaret-Jimmy Yuill Friar Francis-Brian Blessed Antonio-Andy Hockley George Seacole-Chris Barnes Francis Seacole-Conrad Nelson Hugh Oatcake-Phyllida Law Ursula
84,Donald Sutherland Andrew Nivens-Eric Thal Sam Nivens-Julie Warner Mary Sefton-Keith David Alex Holland-Will Patton Dr. Graves-Richard Belzer Jarvis-Tom Mason President Douglas-Yaphet Kotto Ressler-Gerry Bamman Viscott
85,Denis Leary Gus-Judy Davis Caroline-Kevin Spacey Lloyd-Robert J. Steinmiller Jr. Jesse-Glynis Johns Rose-Raymond J. Barry Huff-Richard Bright Murray-Christine Baranski Connie-Adam LeFevre Gary
86,Kazuo Ishiguro Self - novelist-James Ivory Self-Ismail Merchant Self-John Calley Self-Anthony Hopkins Self-Emma Thompson Self-Christopher Reeve Self-James Fox Self-Luciana Arrighi Self
87,Max Pomeranc Josh Waitzkin-Joe Mantegna Fred Waitzkin-Joan Allen Bonnie Waitzkin-Ben Kingsley Bruce Pandolfini-Laurence Fishburne Vinnie-Michael Nirenberg Jonathan Poe-Robert Stephens Poe's Teacher-David Paymer Kalev-Hal Scardino Morgan
88,Tom Hanks Sam Baldwin-Ross Malinger Jonah Baldwin-Rita Wilson Suzy-Victor Garber Greg-Tom Riis Farrell Rob-Carey Lowell Maggie Baldwin-Meg Ryan Annie Reed-Bill Pullman Walter-Le Clanché du Rand Barbara Reed
89,Harrison Ford Rick Deckard-Rutger Hauer Roy Batty-Sean Young Rachael-Edward James Olmos Gaff-M. Emmet Walsh Bryant-Daryl Hannah Pris-William Sanderson J.F. Sebastian-Brion James Leon Kowalski-Joe Turkel Dr. Eldon Tyrell
90,Mike Myers Charlie Mackenzie /Stuart Mackenzie-Nancy Travis Harriet Michaels-Anthony LaPaglia Tony Giardino-Amanda Plummer Rose Michaels-Brenda Fricker May Mackenzie-Matt Doherty Heed-Charles Grodin Commandeered Driver-Phil Hartman Ranger John 'Vicky' Johnson-Debi Mazar Susan
91,Danny Elfman Jack Skellington - Singing Voice /Barrel /Clown with the Tear Away Face (voice)-Chris Sarandon Jack Skellington (voice)-Catherine O'Hara Sally /Shock (voice)-William Hickey Evil Scientist (voice)-Glenn Shadix Mayor (voice)-Paul Reubens Lock (voice)-Ken Page Oogie Boogie (voice)-Edward Ivory Santa (voice) (as Ed Ivory)-Susan McBride Big Witch /W.W.D. (voice)
92,Christian Slater Clarence Worley-Patricia Arquette Alabama Whitman-Dennis Hopper Clifford Worley-Val Kilmer Mentor-Gary Oldman Drexl Spivey-Brad Pitt Floyd (Dick's Roommate)-Christopher Walken Vincenzo Coccotti-Bronson Pinchot Elliot Blitzer-Samuel L. Jackson Big Don
93,Heather Matarazzo Dawn Wiener-Victoria Davis Lolita-Christina Brucato Cookie-Christina Vidal Cynthia-Siri Howard Chrissy-Brendan Sexton III Brandon McCarthy (as Brendan Sexton Jr.)-Telly Pontidis Jed-Herbie Duarte Lance-Scott Coogan Troy
94,Macaulay Culkin Kevin-Joe Pesci Harry-Daniel Stern Marv-John Heard Peter-Roberts Blossom Marley-Catherine O'Hara Kate-Angela Goethals Linnie-Devin Ratray Buzz-Gerry Bamman Uncle Frank
95,Scott Weinger Aladdin (voice)-Robin Williams Genie /Peddler (voice)-Linda Larkin Princess Jasmine (voice)-Jonathan Freeman Jafar (voice)-Frank Welker Abu /Cave of Wonders /Rajah (voice)-Gilbert Gottfried Iago (voice)-Douglas Seale Sultan (voice)-Charlie Adler Gazeem /Melon Merchant /Nut Merchant (voice)-Jack Angel Additional Voices (voice)
96,Arnold Schwarzenegger The Terminator-Linda Hamilton Sarah Connor-Edward Furlong John Connor-Robert Patrick T-1000-Earl Boen Dr. Silberman-Joe Morton Miles Dyson-S. Epatha Merkerson Tarissa Dyson-Castulo Guerra Enrique Salceda-Danny Cooksey Tim
97,Kevin Costner Lieutenant Dunbar-Mary McDonnell Stands With A Fist-Graham Greene Kicking Bird-Rodney A. Grant Wind In His Hair-Floyd 'Red Crow' Westerman Ten Bears (as Floyd Red Crow Westerman)-Tantoo Cardinal Black Shawl-Robert Pastorelli Timmons-Charles Rocket Lieutenant Elgin-Maury Chaykin Major Fambrough
98,Rob Boor Rob /Eugene Nevillson /Eugene's Friend
99,Roy Atwell Doc (voice) (uncredited)-Stuart Buchanan Huntsman (voice) (uncredited)-Adriana Caselotti Snow White (voice) (uncredited)-Eddie Collins Dopey /Chipmunk and Squirrel Sneezes (voice) (uncredited)-Pinto Colvig Sleepy /Grumpy /Dopey (hiccups) (voice) (uncredited)-Marion Darlington Birds (voice) (uncredited)-June Foray Squirrels (uncredited)-Billy Gilbert Sneezy (voice) (uncredited)-Otis Harlan Happy (voice) (uncredited)
100,William H. Macy Jerry Lundegaard-Steve Buscemi Carl Showalter-Peter Stormare Gaear Grimsrud-Kristin Rudrüd Jean Lundegaard-Harve Presnell Wade Gustafson-Tony Denman Scotty Lundegaard-Gary Houston Irate Customer-Sally Wingert Irate Customer's Wife-Kurt Schweickhardt Car Salesman
