movie_id,movie_title,imdb_url,decade,genres,avg_rating,poster
28,Apollo 13 (1995),http://us.imdb.com/M/title-exact?Apollo%2013%20(1995),90s, action drama thriller,3.931159420289855,https://m.media-amazon.com/images/M/MV5BNjEzYjJmNzgtNDkwNy00MTQ4LTlmMWMtNzA4YjE2NjI0ZDg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg
29,Batman Forever (1995),http://us.imdb.com/M/title-exact?Batman%20Forever%20(1995),90s, action adventure comedy crime,2.6666666666666665,https://m.media-amazon.com/images/M/MV5BNDdjYmFiYWEtYzBhZS00YTZkLWFlODgtY2I5MDE0NzZmMDljXkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg
30,Belle de jour (1967),http://us.imdb.com/M/title-exact?Belle%20de%20jour%20(1967),60s, drama,3.9459459459459465,https://m.media-amazon.com/images/M/MV5BZjNkNGJjYWEtM2IyNi00ZjM5LWFlYjYtYjQ4NTU5MGFlMTI2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg
31,Crimson Tide (1995),http://us.imdb.com/M/title-exact?Crimson%20Tide%20(1995),90s, drama thriller war,3.6298701298701297,https://m.media-amazon.com/images/M/MV5BMmFkY2IxNTAtMWRiNS00MWU2LWI1NDYtY2YxYTQyYTk5OTBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg
32,Crumb (1994),http://us.imdb.com/M/title-exact?Crumb%20(1994),90s, documentary,3.7901234567901234,https://m.media-amazon.com/images/M/MV5BYTViMDM5YjktMDhjNy00MjZjLTg2ODctOGI3MzkzYWNiODA0XkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg
33,Desperado (1995),http://us.imdb.com/M/title-exact?Desperado%20(1995),90s, action romance thriller,3.453608247422681,https://m.media-amazon.com/images/M/MV5BYjA0NDMyYTgtMDgxOC00NGE0LWJkOTQtNDRjMjEzZmU0ZTQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
34,"Doom Generation, The (1995)","http://us.imdb.com/M/title-exact?Doom%20Generation,%20The%20(1995)",90s, comedy drama,2.7142857142857144,https://m.media-amazon.com/images/M/MV5BYjEwZDUyODktOGVmOC00ZjIyLTlmM2YtZDZjY2Y2ZWE4ZjMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
35,Free Willy 2: The Adventure Home (1995),http://us.imdb.com/M/title-exact?Free%20Willy%202:%20The%20Adventure%20Home%20(1995),90s, adventure childrens drama,2.1818181818181817,https://m.media-amazon.com/images/M/MV5BZmZlNDBmMzctNmJiOC00YWZkLTk4MzYtOTU4NzZkMmUxMDRjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@..jpg
36,Mad Love (1995),http://us.imdb.com/M/title-exact?Mad%20Love%20(1995),90s, drama romance,2.1538461538461537,https://m.media-amazon.com/images/M/MV5BOThlOGJjYWEtMGFmOS00ZjBlLWIwZmUtNzdlNjIxNTU2NDcwL2ltYWdlXkEyXkFqcGdeQXVyNjg4NzYzMzA@..jpg
37,Nadja (1994),http://us.imdb.com/M/title-exact?Nadja%20(1994),90s, drama,2.25,https://m.media-amazon.com/images/M/MV5BMTk2NTE5MDI4MV5BMl5BanBnXkFtZTcwODM4MDMzMQ@@..jpg
38,"Net, The (1995)","http://us.imdb.com/M/title-exact?Net,%20The%20(1995)",90s, sci-fi thriller,3.0083333333333333,https://m.media-amazon.com/images/M/MV5BZTg5YmM5NzktN2Q0OS00YzE1LThkOTktNTE1NTJkZmExNmIxXkEyXkFqcGdeQXVyNDAxNjkxNjQ@..jpg
39,Strange Days (1995),http://us.imdb.com/M/title-exact?Strange%20Days%20(1995),90s, action crime sci-fi,3.2643678160919536,https://m.media-amazon.com/images/M/MV5BODFkMTBmNjktMjM1Yy00MjY5LTliMGEtM2FhYjE2YjRmN2RkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@..jpg
40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)","http://us.imdb.com/M/title-exact?To%20Wong%20Foo,%20Thanks%20for%20Everything!%20Julie%20Newmar%20(1995)",90s, comedy,2.8947368421052637,https://m.media-amazon.com/images/M/MV5BYjZmOTU3MjYtY2NhNi00ZmMxLWE5ZDgtNGVlYjVmOWMxYzI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
41,Billy Madison (1995),http://us.imdb.com/M/title-exact?Billy%20Madison%20(1995),90s, comedy,3.081081081081081,https://m.media-amazon.com/images/M/MV5BMzcyMjZmNjctNGNhMS00ZmQxLWFkNzQtYTIxYjVkYmU1NmNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
42,Clerks (1994),http://us.imdb.com/M/title-exact?Clerks%20(1994),90s, comedy,3.8040540540540535,https://m.media-amazon.com/images/M/MV5BNzE1Njk0NmItNDhlMC00ZmFlLWI4ZTUtYTY4ZjgzNjkyMTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
43,Disclosure (1994),http://us.imdb.com/M/title-exact?Disclosure%20(1994),90s, drama thriller,3.0,https://m.media-amazon.com/images/M/MV5BYzhkNjE2YTQtYWQzNS00ZTkwLTg4YzAtNjNlYTRlMGEzYjcxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
44,Dolores Claiborne (1994),http://us.imdb.com/M/title-exact?Dolores%20Claiborne%20(1994),90s, drama thriller,3.3417721518987342,https://m.media-amazon.com/images/M/MV5BNzhkNjFlNDQtMDYxNy00NGU5LWE4YmItOWIyYzg5MTNmNzcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
45,Eat Drink Man Woman (1994),http://us.imdb.com/M/title-exact?Yinshi%20Nan%20Nu%20(1994),90s, comedy drama,4.05,https://m.media-amazon.com/images/M/MV5BMGEyNDI0OGQtMjY3Yi00NGU5LWFiNTQtNWMyZmJmNDAzMDMwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg
46,Exotica (1994),http://us.imdb.com/M/title-exact?Exotica%20(1994),90s, drama,3.555555555555556,https://m.media-amazon.com/images/M/MV5BMGIxN2NiMDYtYjQ0YS00M2ViLTkzYTUtNDdhYWZmOTM0ZmJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
47,Ed Wood (1994),http://us.imdb.com/M/title-exact?Ed%20Wood%20(1994),90s, comedy drama,3.601503759398496,https://m.media-amazon.com/images/M/MV5BNTA5ZjdjNWUtZGUwNy00N2RhLWJiZmItYzFhYjU1NmYxNjY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
48,Hoop Dreams (1994),http://us.imdb.com/M/title-exact?Hoop%20Dreams%20(1994),90s, documentary,4.094017094017094,https://m.media-amazon.com/images/M/MV5BMWMxNDAxN2QtMjQxYS00NzI4LWJlMTctOGJkNTdkNmMyYmJiXkEyXkFqcGdeQXVyNTI4MjkwNjA@..jpg
49,I.Q. (1994),http://us.imdb.com/M/title-exact?I.Q.%20(1994),90s, comedy romance,3.320987654320988,https://m.media-amazon.com/images/M/MV5BN2VkMzZlMTctZjVlOS00NmQ1LTg1ZDItMDc5NzhlNDRhMjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
50,Star Wars (1977),http://us.imdb.com/M/title-exact?Star%20Wars%20(1977),70s, action adventure romance sci-fi war,4.358490566037736,https://i.imgur.com/9uJtEW6.jpg
51,Legends of the Fall (1994),http://us.imdb.com/M/title-exact?Legends%20of%20the%20Fall%20(1994),90s, drama romance war western,3.45679012345679,https://m.media-amazon.com/images/M/MV5BMTYwMjYxNTAyN15BMl5BanBnXkFtZTgwMTc3MjkyMTE@..jpg
52,"Madness of King George, The (1994)","http://us.imdb.com/M/title-exact?Madness%20of%20King%20George,%20The%20(1994)",90s, drama,3.7692307692307687,https://m.media-amazon.com/images/M/MV5BMTNiNzk1YjMtODViOC00MjUyLWI3MmMtZjhkMjlkYTM0NjU2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg
53,Natural Born Killers (1994),http://us.imdb.com/M/title-exact?Natural%20Born%20Killers%20(1994),90s, action thriller,2.953125,https://m.media-amazon.com/images/M/MV5BMTI2NTU2Nzc0MV5BMl5BanBnXkFtZTcwMzY1OTM2MQ@@..jpg
54,Outbreak (1995),http://us.imdb.com/M/title-exact?Outbreak%20(1995),90s, action drama thriller,3.2403846153846154,https://m.media-amazon.com/images/M/MV5BZTg1Mzk1NjAtNGFlOS00NzdlLWI0NTgtYzlmNTUzZGQ0NjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
55,"Professional, The (1994)",http://us.imdb.com/Title?L%E9on+(1994),90s, crime drama romance thriller,3.704697986577181,https://m.media-amazon.com/images/M/MV5BMTY0NzkwMTk0OF5BMl5BanBnXkFtZTcwMjYxMTI1MQ@@..jpg
56,Pulp Fiction (1994),http://us.imdb.com/M/title-exact?Pulp%20Fiction%20(1994),90s, crime drama,4.060913705583757,https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@..jpg
57,Priest (1994),http://us.imdb.com/M/title-exact?Priest%20(1994),90s, drama,4.0,https://m.media-amazon.com/images/M/MV5BYzAyYzQ0ODQtNzNhMi00NWVkLTk1YTItODE4Y2U4YmE0NDgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
58,Quiz Show (1994),http://us.imdb.com/M/title-exact?Quiz%20Show%20(1994),90s, drama,3.645714285714286,https://m.media-amazon.com/images/M/MV5BNTYxNjdjMzUtYzAyNC00NWJhLWFlM2EtNWM4NDBhZmQ1YjJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg
59,Three Colors: Red (1994),http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Czerwony%20(1994),90s, drama,4.0602409638554215,https://m.media-amazon.com/images/M/MV5BYTg1MmNiMjItMmY4Yy00ZDQ3LThjMzYtZGQ0ZTQzNTdkMGQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
60,Three Colors: Blue (1993),http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Niebieski%20(1993),90s, drama,4.015625,https://m.media-amazon.com/images/M/MV5BZGJhNDdmMWMtNzZiYy00MmFiLThjNmUtYTE1ZjRkNjdjYmQ5XkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg
61,Three Colors: White (1994),http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Bialy%20(1994),90s, drama,3.864406779661017,https://m.media-amazon.com/images/M/MV5BNTliYTI1YTctMTE0Mi00NDM0LThjZDgtYmY3NGNiODBjZjAwXkEyXkFqcGdeQXVyMTAwMzUyOTc@..jpg
62,Stargate (1994),http://us.imdb.com/M/title-exact?Stargate%20(1994),90s, action adventure sci-fi,3.141732283464567,https://m.media-amazon.com/images/M/MV5BYWEyYTQzNzQtZTg5OS00NDhkLTg1NjYtMzA5Y2MyYjYzNWQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg
63,"Santa Clause, The (1994)","http://us.imdb.com/M/title-exact?Santa%20Clause,%20The%20(1994)",90s, childrens comedy,3.097560975609756,https://i.imgur.com/9uJtEW6.jpg
64,"Shawshank Redemption, The (1994)","http://us.imdb.com/M/title-exact?Shawshank%20Redemption,%20The%20(1994)",90s, drama,4.445229681978798,https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg
65,What's Eating Gilbert Grape (1993),http://us.imdb.com/M/title-exact?What's%20Eating%20Gilbert%20Grape%20(1993),90s, comedy drama,3.5391304347826087,https://m.media-amazon.com/images/M/MV5BY2EyZDlhNjItODYzNi00Mzc3LWJjOWUtMTViODU5MTExZWMyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
66,While You Were Sleeping (1995),http://us.imdb.com/M/title-exact?While%20You%20Were%20Sleeping%20(1995),90s, comedy romance,3.5493827160493834,https://m.media-amazon.com/images/M/MV5BMGI5OGRiNTgtYzdkNS00N2E1LTgxMmQtYTQyNjk4YmEyM2IzXkEyXkFqcGdeQXVyNDQ0MTYzMDA@..jpg
67,Ace Ventura: Pet Detective (1994),http://us.imdb.com/M/title-exact?Ace%20Ventura:%20Pet%20Detective%20(1994),90s, comedy,3.0485436893203883,https://m.media-amazon.com/images/M/MV5BYmVhNmFmOGYtZjgwNi00ZGQ0LThiMmQtOGZjMDUzNzJhMGIzXkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg
68,"Crow, The (1994)","http://us.imdb.com/M/title-exact?Crow,%20The%20(1994)",90s, action romance thriller,3.417910447761194,https://i.imgur.com/9uJtEW6.jpg
69,Forrest Gump (1994),http://us.imdb.com/M/title-exact?Forrest%20Gump%20(1994),90s, comedy romance war,3.853582554517134,https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
70,Four Weddings and a Funeral (1994),http://us.imdb.com/M/title-exact?Four%20Weddings%20and%20a%20Funeral%20(1994),90s, comedy romance,3.661354581673306,https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@..jpg
71,"Lion King, The (1994)","http://us.imdb.com/M/title-exact?Lion%20King,%20The%20(1994)",90s, animation childrens musical,3.7818181818181817,https://m.media-amazon.com/images/M/MV5BMTczMjM3OTItZWVmOS00ZTYyLWI3YWItOTQ1YzJkNjM4ZWI5XkEyXkFqcGdeQXVyNDYzNzM5NQ@@..jpg
72,"Mask, The (1994)","http://us.imdb.com/M/title-exact?Mask,%20The%20(1994)",90s, comedy crime fantasy,3.1937984496124034,https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@..jpg
73,Maverick (1994),http://us.imdb.com/M/title-exact?Maverick%20(1994),90s, action comedy western,3.46875,https://m.media-amazon.com/images/M/MV5BY2I1OTY2NmUtMGVlZi00NjNmLThkNTgtMjExMzRhOTM2MDJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg
74,Faster Pussycat! Kill! Kill! (1965),http://us.imdb.com/M/title-exact?Faster%20Pussycat!%20Kill!%20Kill!%20(1965),60s, action comedy drama,3.0,https://i.imgur.com/9uJtEW6.jpg
75,Brother Minister: The Assassination of Malcolm X (1994),http://us.imdb.com/M/title-exact?Brother%20Minister:%20The%20Assassination%20of%20Malcolm%20X%20(1994),90s, documentary,3.0,https://m.media-amazon.com/images/M/MV5BNDA2MTYyNDE4NV5BMl5BanBnXkFtZTcwOTY5ODA3NA@@..jpg
76,Carlito's Way (1993),http://us.imdb.com/M/title-exact?Carlito's%20Way%20(1993),90s, crime drama,3.4074074074074074,https://m.media-amazon.com/images/M/MV5BN2I2N2Q1YmMtMzZkMC00Y2JjLWJmOWUtNjc2OTM2ZTk1MjUyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@..jpg
77,"Firm, The (1993)","http://us.imdb.com/M/title-exact?Firm,%20The%20(1993)",90s, drama thriller,3.2781456953642385,https://m.media-amazon.com/images/M/MV5BMTgxMjM5NDYwM15BMl5BanBnXkFtZTgwODkzMzk5MDE@..jpg
78,Free Willy (1993),http://us.imdb.com/M/title-exact?Free%20Willy%20(1993),90s, adventure childrens drama,2.4545454545454546,https://m.media-amazon.com/images/M/MV5BMjZmZjM1NWEtYTllYy00NmIyLWEzN2EtZmQ5Yjk1ODAyZmE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
79,"Fugitive, The (1993)","http://us.imdb.com/M/title-exact?Fugitive,%20The%20(1993)",90s, action thriller,4.044642857142857,https://m.media-amazon.com/images/M/MV5BYmFmOGZjYTItYjY1ZS00OWRiLTk0NDgtMjQ5MzBkYWE2YWE0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg
80,Hot Shots! Part Deux (1993),http://us.imdb.com/M/title-exact?Hot%20Shots!%20Part%20Deux%20(1993),90s, action comedy war,2.764705882352941,https://m.media-amazon.com/images/M/MV5BZjU2ODlmZWMtODEwZS00NTQ0LTk1ZDYtYzk0ZjE3ZGZhMGM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
81,"Hudsucker Proxy, The (1994)","http://us.imdb.com/M/title-exact?Hudsucker%20Proxy,%20The%20(1994)",90s, comedy romance,3.5545454545454547,https://i.imgur.com/9uJtEW6.jpg
82,Jurassic Park (1993),http://us.imdb.com/M/title-exact?Jurassic%20Park%20(1993),90s, action adventure sci-fi,3.7203065134099615,https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@..jpg
83,Much Ado About Nothing (1993),http://us.imdb.com/M/title-exact?Much%20Ado%20About%20Nothing%20(1993),90s, comedy romance,4.0625,https://m.media-amazon.com/images/M/MV5BY2Q3YTU4OTgtZTc0My00YmY1LWJmOTQtMmMwNGE2ZjBmNmIxXkEyXkFqcGdeQXVyMTAwMzUyOTc@..jpg
84,Robert A. Heinlein's The Puppet Masters (1994),http://us.imdb.com/M/title-exact?Robert%20A.%20Heinlein's%20The%20Puppet%20Masters%20(1994),90s, horror sci-fi,3.0,https://m.media-amazon.com/images/M/MV5BNDcyMGRmMTMtZDhiYy00YmM4LTkwNDQtM2FlOGViYTgwZmRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg
85,"Ref, The (1994)","http://us.imdb.com/M/title-exact?Ref,%20The%20(1994)",90s, comedy,3.034482758620689,https://m.media-amazon.com/images/M/MV5BNDA2Yzg3ZGUtMmJlOC00NzY2LWIxMDYtODcwOTM0ZWZhNWQ0XkEyXkFqcGdeQXVyNjExODE1MDc@..jpg
86,"Remains of the Day, The (1993)","http://us.imdb.com/M/title-exact?Remains%20of%20the%20Day,%20The%20(1993)",90s, drama,3.94,https://i.imgur.com/9uJtEW6.jpg
87,Searching for Bobby Fischer (1993),http://us.imdb.com/M/title-exact?Searching%20for%20Bobby%20Fischer%20(1993),90s, drama,3.9057971014492754,https://m.media-amazon.com/images/M/MV5BNTNlYjBjMGEtOTFkZS00MjM5LTk2ZTktYWVmZTc4NzE3NzAxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg
88,Sleepless in Seattle (1993),http://us.imdb.com/M/title-exact?Sleepless%20in%20Seattle%20(1993),90s, comedy romance,3.539906103286385,https://m.media-amazon.com/images/M/MV5BNWY1MDJkZGUtZTE2OS00ODZiLTlmNzQtMDZjNzM2ZjkwM2QxXkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg
89,Blade Runner (1982),http://us.imdb.com/M/title-exact?Blade%20Runner%20(1982),80s, film_noir sci-fi,4.138181818181818,https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg
90,So I Married an Axe Murderer (1993),http://us.imdb.com/M/title-exact?So%20I%20Married%20an%20Axe%20Murderer%20(1993),90s, comedy romance thriller,3.0526315789473686,https://m.media-amazon.com/images/M/MV5BODIxNzJhYjUtZWYwOC00YjI2LWI1ZDgtMDVjMjY3ODUyOGZjXkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg
